vowels,lyrics
<bos> oo uee <eos>,<bos> その すべて <eos>
<bos> uee o <eos>,<bos> すべて を <eos>
<bos> o aii <eos>,<bos> を 愛し <eos>
<bos> aii e <eos>,<bos> 愛し て <eos>
<bos> e a <eos>,<bos> て た <eos>
<bos> a aaa <eos>,<bos> た あなた <eos>
<bos> aaa oooi <eos>,<bos> あなた とともに <eos>
<bos> ieai ai <eos>,<bos> 逃げ出し たい <eos>
<bos> ai ou <eos>,<bos> たい 夜 <eos>
<bos> ou o <eos>,<bos> 夜 の <eos>
<bos> o oai <eos>,<bos> の 往来 <eos>
<bos> oai uue <eos>,<bos> 往来 行方 <eos>
<bos> uue a <eos>,<bos> 行方 は <eos>
<bos> a iaa <eos>,<bos> は 未だ <eos>
<bos> iaa uei <eos>,<bos> 未だ 不明 <eos>
<bos> uei aai <eos>,<bos> 不明 回り <eos>
<bos> aai aat <eos>,<bos> 回り 回っ <eos>
<bos> aat e <eos>,<bos> 回っ て <eos>
<bos> e uaiut <eos>,<bos> て 虚しくっ <eos>
<bos> uaiut e <eos>,<bos> 虚しくっ て <eos>
<bos> e oat <eos>,<bos> て 困っ <eos>
<bos> oat at <eos>,<bos> 困っ ちゃっ <eos>
<bos> at a <eos>,<bos> ちゃっ た <eos>
<bos> uiat a <eos>,<bos> 失っ た <eos>
<bos> a uoi <eos>,<bos> た つもり <eos>
<bos> uoi o <eos>,<bos> つもり も <eos>
<bos> o ai <eos>,<bos> も ない <eos>
<bos> ai a <eos>,<bos> ない が <eos>
<bos> a ai <eos>,<bos> が 何 <eos>
<bos> ai a <eos>,<bos> 何 か <eos>
<bos> a ai <eos>,<bos> か 足り <eos>
<bos> ai ai <eos>,<bos> 足り ない <eos>
<bos> ai iun <eos>,<bos> ない 気分 <eos>
<bos> iun oto <eos>,<bos> 気分 ちょっと <eos>
<bos> oto en <eos>,<bos> ちょっと 変 <eos>
<bos> en i <eos>,<bos> 変 に <eos>
<bos> i ai <eos>,<bos> に ハイ <eos>
<bos> ai i <eos>,<bos> ハイ に <eos>
<bos> i at <eos>,<bos> に なっ <eos>
<bos> at e <eos>,<bos> なっ て <eos>
<bos> e uai <eos>,<bos> て 吹かし <eos>
<bos> uai on <eos>,<bos> 吹かし 込ん <eos>
<bos> on a <eos>,<bos> 込ん だ <eos>
<bos> a on <eos>,<bos> だ 四 <eos>
<bos> on in <eos>,<bos> 四 輪 <eos>
<bos> in a <eos>,<bos> 輪 車 <eos>
<bos> a oai <eos>,<bos> 車 兄弟 <eos>
<bos> oai o <eos>,<bos> 兄弟 よ <eos>
<bos> o iaa <eos>,<bos> よ 如何 <eos>
<bos> iaa a <eos>,<bos> 如何 か <eos>
<bos> a io <eos>,<bos> か しよ <eos>
<bos> io u <eos>,<bos> しよ う <eos>
<bos> u o <eos>,<bos> う もう <eos>
<bos> o ai <eos>,<bos> もう 何 <eos>
<bos> ai o <eos>,<bos> 何 も <eos>
<bos> o anae <eos>,<bos> も 考え <eos>
<bos> anae ai <eos>,<bos> 考え ない <eos>
<bos> ai o <eos>,<bos> ない 様 <eos>
<bos> o inaei <eos>,<bos> 様 銀河系 <eos>
<bos> inaei o <eos>,<bos> 銀河系 の <eos>
<bos> o aue <eos>,<bos> の 外れ <eos>
<bos> aue e <eos>,<bos> 外れ へ <eos>
<bos> e o <eos>,<bos> へ と <eos>
<bos> o a <eos>,<bos> と さ <eos>
<bos> a o <eos>,<bos> さ よう <eos>
<bos> o aa <eos>,<bos> よう なら <eos>
<bos> aa iniu <eos>,<bos> なら 真実 <eos>
<bos> iniu o <eos>,<bos> 真実 も <eos>
<bos> o oou <eos>,<bos> も 道徳 <eos>
<bos> oou o <eos>,<bos> 道徳 も <eos>
<bos> o oa <eos>,<bos> も 動作 <eos>
<bos> oa i <eos>,<bos> 動作 し <eos>
<bos> i ai <eos>,<bos> し ない <eos>
<bos> ai ia <eos>,<bos> ない イカ <eos>
<bos> ia e <eos>,<bos> イカ れ <eos>
<bos> e a <eos>,<bos> れ た <eos>
<bos> a ou <eos>,<bos> た 夜 <eos>
<bos> ou eo <eos>,<bos> 夜 でも <eos>
<bos> eo oua <eos>,<bos> でも 僕ら <eos>
<bos> oua u <eos>,<bos> 僕ら 手 <eos>
<bos> u o <eos>,<bos> 手 を <eos>
<bos> o aai <eos>,<bos> を 叩い <eos>
<bos> aai e <eos>,<bos> 叩い て <eos>
<bos> e aai <eos>,<bos> て 笑い <eos>
<bos> aai au <eos>,<bos> 笑い 合う <eos>
<bos> au ae <eos>,<bos> 合う 誰 <eos>
<bos> ae i <eos>,<bos> 誰 に <eos>
<bos> i o <eos>,<bos> に も <eos>
<bos> o ia <eos>,<bos> も 知ら <eos>
<bos> ia e <eos>,<bos> 知ら れ <eos>
<bos> e ai <eos>,<bos> れ ない <eos>
<bos> ai aa <eos>,<bos> ない まま <eos>
<bos> aa ata <eos>,<bos> まま たった <eos>
<bos> ata itun <eos>,<bos> たった 一瞬 <eos>
<bos> itun o <eos>,<bos> 一瞬 の <eos>
<bos> o oo <eos>,<bos> の この <eos>
<bos> oo iaei <eos>,<bos> この きらめき <eos>
<bos> iaei o <eos>,<bos> きらめき を <eos>
<bos> o ae <eos>,<bos> を 食べ <eos>
<bos> ae uuo <eos>,<bos> 食べ 尽くそ <eos>
<bos> uuo u <eos>,<bos> 尽くそ う <eos>
<bos> u i <eos>,<bos> う 二 <eos>
<bos> i in <eos>,<bos> 二 人 <eos>
<bos> in e <eos>,<bos> 人 で <eos>
<bos> e uaau <eos>,<bos> で くたばる <eos>
<bos> uaau ae <eos>,<bos> くたばる まで <eos>
<bos> ae oie <eos>,<bos> まで そして <eos>
<bos> oie oun <eos>,<bos> そして 幸運 <eos>
<bos> oun o <eos>,<bos> 幸運 を <eos>
<bos> o oua <eos>,<bos> を 僕ら <eos>
<bos> oua i <eos>,<bos> 僕ら に <eos>
<bos> i ioi <eos>,<bos> に 祈り <eos>
<bos> ioi o <eos>,<bos> 祈り を <eos>
<bos> o aa <eos>,<bos> を まだ <eos>
<bos> aa io <eos>,<bos> まだ 行こ <eos>
<bos> io u <eos>,<bos> 行こ う <eos>
<bos> u ae <eos>,<bos> う 誰 <eos>
<bos> ae o <eos>,<bos> 誰 も <eos>
<bos> o oiue <eos>,<bos> も 追いつけ <eos>
<bos> oiue ai <eos>,<bos> 追いつけ ない <eos>
<bos> ai uai <eos>,<bos> ない くらい <eos>
<bos> uai o <eos>,<bos> くらい の <eos>
<bos> o uio <eos>,<bos> の スピード <eos>
<bos> uio e <eos>,<bos> スピード で <eos>
<bos> e iaua <eos>,<bos> で 稲妻 <eos>
<bos> iaua o <eos>,<bos> 稲妻 の <eos>
<bos> o o <eos>,<bos> の 様 <eos>
<bos> o i <eos>,<bos> 様 に <eos>
<bos> i ii <eos>,<bos> に 生き <eos>
<bos> ii e <eos>,<bos> 生き て <eos>
<bos> e i <eos>,<bos> て い <eos>
<bos> i ai <eos>,<bos> い たい <eos>
<bos> ai ae <eos>,<bos> たい だけ <eos>
<bos> ae oae <eos>,<bos> だけ お前 <eos>
<bos> oae a <eos>,<bos> お前 は <eos>
<bos> a o <eos>,<bos> は どう <eos>
<bos> o i <eos>,<bos> どう し <eos>
<bos> i ai <eos>,<bos> し たい <eos>
<bos> eni a <eos>,<bos> 返事 は <eos>
<bos> a ia <eos>,<bos> は いら <eos>
<bos> ia ai <eos>,<bos> いら ない <eos>
<bos> aaiuei aai <eos>,<bos> 曲がりくねり はしゃい <eos>
<bos> aai a <eos>,<bos> はしゃい だ <eos>
<bos> a ii <eos>,<bos> だ 道 <eos>
<bos> ii aoa <eos>,<bos> 道 青葉 <eos>
<bos> aoa o <eos>,<bos> 青葉 の <eos>
<bos> o oi <eos>,<bos> の 森 <eos>
<bos> oi e <eos>,<bos> 森 で <eos>
<bos> e aeaau <eos>,<bos> で 駆け回る <eos>
<bos> aeaau aoi <eos>,<bos> 駆け回る 遊び <eos>
<bos> aoi aai <eos>,<bos> 遊び まわり <eos>
<bos> aai iai <eos>,<bos> まわり 日差し <eos>
<bos> iai o <eos>,<bos> 日差し の <eos>
<bos> o ai <eos>,<bos> の 街 <eos>
<bos> ai aea <eos>,<bos> 街 誰か <eos>
<bos> aea a <eos>,<bos> 誰か が <eos>
<bos> a on <eos>,<bos> が 呼ん <eos>
<bos> on eu <eos>,<bos> 呼ん でる <eos>
<bos> eu au <eos>,<bos> でる 夏 <eos>
<bos> au a <eos>,<bos> 夏 が <eos>
<bos> a uu <eos>,<bos> が 来る <eos>
<bos> uu ae <eos>,<bos> 来る 影 <eos>
<bos> ae a <eos>,<bos> 影 が <eos>
<bos> a au <eos>,<bos> が 立つ <eos>
<bos> au aaa <eos>,<bos> 立つ あなた <eos>
<bos> aaa i <eos>,<bos> あなた に <eos>
<bos> i ai <eos>,<bos> に 会い <eos>
<bos> ai ai <eos>,<bos> 会い たい <eos>
<bos> ai iue <eos>,<bos> たい 見つけ <eos>
<bos> iue a <eos>,<bos> 見つけ た <eos>
<bos> a o <eos>,<bos> た の <eos>
<bos> o a <eos>,<bos> の は <eos>
<bos> a iian <eos>,<bos> は いちばん <eos>
<bos> iian oi <eos>,<bos> いちばん 星 <eos>
<bos> oi aia <eos>,<bos> 星 明日 <eos>
<bos> aia o <eos>,<bos> 明日 も <eos>
<bos> o aeu <eos>,<bos> も 晴れる <eos>
<bos> aeu a <eos>,<bos> 晴れる か <eos>
<bos> a a <eos>,<bos> か な <eos>
<bos> a auia <eos>,<bos> な パプリカ <eos>
<bos> auia aa <eos>,<bos> パプリカ 花 <eos>
<bos> aa a <eos>,<bos> 花 が <eos>
<bos> a ai <eos>,<bos> が 咲い <eos>
<bos> ai aa <eos>,<bos> 咲い たら <eos>
<bos> aa ae <eos>,<bos> たら 晴れ <eos>
<bos> ae a <eos>,<bos> 晴れ た <eos>
<bos> a oa <eos>,<bos> た 空 <eos>
<bos> oa i <eos>,<bos> 空 に <eos>
<bos> i ae <eos>,<bos> に 種 <eos>
<bos> ae o <eos>,<bos> 種 を <eos>
<bos> o ao <eos>,<bos> を 蒔こ <eos>
<bos> ao u <eos>,<bos> 蒔こ う <eos>
<bos> u aeua <eos>,<bos> う ハレルヤ <eos>
<bos> aeua ue <eos>,<bos> ハレルヤ 夢 <eos>
<bos> ue o <eos>,<bos> 夢 を <eos>
<bos> o eai <eos>,<bos> を 描い <eos>
<bos> eai a <eos>,<bos> 描い た <eos>
<bos> a aa <eos>,<bos> た なら <eos>
<bos> aa ooo <eos>,<bos> なら 心 <eos>
<bos> ooo aoa <eos>,<bos> 心 遊ば <eos>
<bos> aoa e <eos>,<bos> 遊ば せ <eos>
<bos> e aaa <eos>,<bos> せ あなた <eos>
<bos> aaa i <eos>,<bos> あなた に <eos>
<bos> i ooe <eos>,<bos> に とどけ <eos>
<bos> ue aa <eos>,<bos> 夢 なら <eos>
<bos> aa a <eos>,<bos> なら ば <eos>
<bos> a oeoo <eos>,<bos> ば どれほど <eos>
<bos> oeoo oat <eos>,<bos> どれほど よかっ <eos>
<bos> oat a <eos>,<bos> よかっ た <eos>
<bos> a eo <eos>,<bos> た でしょ <eos>
<bos> eo u <eos>,<bos> でしょ う <eos>
<bos> u iaai <eos>,<bos> う 未だに <eos>
<bos> iaai aaa <eos>,<bos> 未だに あなた <eos>
<bos> aaa o <eos>,<bos> あなた の <eos>
<bos> o oo <eos>,<bos> の こと <eos>
<bos> oo o <eos>,<bos> こと を <eos>
<bos> o ue <eos>,<bos> を 夢 <eos>
<bos> ue i <eos>,<bos> 夢 に <eos>
<bos> i iu <eos>,<bos> に みる <eos>
<bos> iu aue <eos>,<bos> みる 忘れ <eos>
<bos> aue a <eos>,<bos> 忘れ た <eos>
<bos> a oo <eos>,<bos> た 物 <eos>
<bos> oo o <eos>,<bos> 物 を <eos>
<bos> o oi <eos>,<bos> を 取り <eos>
<bos> oi i <eos>,<bos> 取り に <eos>
<bos> i aeu <eos>,<bos> に 帰る <eos>
<bos> aeu o <eos>,<bos> 帰る よう <eos>
<bos> o i <eos>,<bos> よう に <eos>
<bos> i uui <eos>,<bos> に 古び <eos>
<bos> uui a <eos>,<bos> 古び た <eos>
<bos> a ooie <eos>,<bos> た 思い出 <eos>
<bos> ooie o <eos>,<bos> 思い出 の <eos>
<bos> o ooi <eos>,<bos> の 埃 <eos>
<bos> ooi o <eos>,<bos> 埃 を <eos>
<bos> o aau <eos>,<bos> を 払う <eos>
<bos> aau ooa <eos>,<bos> 払う 戻ら <eos>
<bos> ooa ai <eos>,<bos> 戻ら ない <eos>
<bos> ai iaae <eos>,<bos> ない 幸せ <eos>
<bos> iaae a <eos>,<bos> 幸せ が <eos>
<bos> a au <eos>,<bos> が ある <eos>
<bos> au oo <eos>,<bos> ある こと <eos>
<bos> oo o <eos>,<bos> こと を <eos>
<bos> o aio <eos>,<bos> を 最後 <eos>
<bos> aio i <eos>,<bos> 最後 に <eos>
<bos> i aaa <eos>,<bos> に あなた <eos>
<bos> aaa a <eos>,<bos> あなた が <eos>
<bos> a oie <eos>,<bos> が 教え <eos>
<bos> oie e <eos>,<bos> 教え て <eos>
<bos> e ue <eos>,<bos> て くれ <eos>
<bos> ue a <eos>,<bos> くれ た <eos>
<bos> a ie <eos>,<bos> た 言え <eos>
<bos> ie u <eos>,<bos> 言え ず <eos>
<bos> u i <eos>,<bos> ず に <eos>
<bos> i aui <eos>,<bos> に 隠し <eos>
<bos> aui e <eos>,<bos> 隠し て <eos>
<bos> e a <eos>,<bos> て た <eos>
<bos> i ao <eos>,<bos> い 過去 <eos>
<bos> ao o <eos>,<bos> 過去 も <eos>
<bos> o aaa <eos>,<bos> も あなた <eos>
<bos> aaa a <eos>,<bos> あなた が <eos>
<bos> a i <eos>,<bos> が い <eos>
<bos> i aa <eos>,<bos> い なきゃ <eos>
<bos> aa eien <eos>,<bos> なきゃ 永遠 <eos>
<bos> eien i <eos>,<bos> 永遠 に <eos>
<bos> ia a <eos>,<bos> いま ま <eos>
<bos> a ito <eos>,<bos> ま きっと <eos>
<bos> ito o <eos>,<bos> きっと もう <eos>
<bos> o oe <eos>,<bos> もう これ <eos>
<bos> oe io <eos>,<bos> これ 以上 <eos>
<bos> io iuuu <eos>,<bos> 以上 傷つく <eos>
<bos> iuuu oo <eos>,<bos> 傷つく こと <eos>
<bos> oo ao <eos>,<bos> こと など <eos>
<bos> ao ai <eos>,<bos> など あり <eos>
<bos> ai a <eos>,<bos> あり は <eos>
<bos> a i <eos>,<bos> は し <eos>
<bos> i ai <eos>,<bos> し ない <eos>
<bos> ai o <eos>,<bos> ない と <eos>
<bos> o aat <eos>,<bos> と わかっ <eos>
<bos> aat e <eos>,<bos> わかっ て <eos>
<bos> e iu <eos>,<bos> て いる <eos>
<bos> iu ao <eos>,<bos> いる あの <eos>
<bos> ao i <eos>,<bos> あの 日 <eos>
<bos> i o <eos>,<bos> 日 の <eos>
<bos> o aaii <eos>,<bos> の 悲しみ <eos>
<bos> aaii ae <eos>,<bos> 悲しみ さえ <eos>
<bos> ae ao <eos>,<bos> さえ あの <eos>
<bos> ao i <eos>,<bos> あの 日 <eos>
<bos> i o <eos>,<bos> 日 の <eos>
<bos> o uuii <eos>,<bos> の 苦しみ <eos>
<bos> uuii ae <eos>,<bos> 苦しみ さえ <eos>
<bos> ae oo <eos>,<bos> さえ その <eos>
<bos> oo uee <eos>,<bos> その すべて <eos>
<bos> uee o <eos>,<bos> すべて を <eos>
<bos> o aii <eos>,<bos> を 愛し <eos>
<bos> aii e <eos>,<bos> 愛し て <eos>
<bos> e a <eos>,<bos> て た <eos>
<bos> a aaa <eos>,<bos> た あなた <eos>
<bos> aaa oooi <eos>,<bos> あなた とともに <eos>
<bos> oooi ue <eos>,<bos> とともに 胸 <eos>
<bos> ue i <eos>,<bos> 胸 に <eos>
<bos> i ooi <eos>,<bos> に 残り <eos>
<bos> ooi aae <eos>,<bos> 残り 離れ <eos>
<bos> aae ai <eos>,<bos> 離れ ない <eos>
<bos> ai iai <eos>,<bos> ない 苦い <eos>
<bos> iai eon <eos>,<bos> 苦い レモン <eos>
<bos> eon o <eos>,<bos> レモン の <eos>
<bos> o ioi <eos>,<bos> の 匂い <eos>
<bos> iua oua <eos>,<bos> いつか 僕ら <eos>
<bos> oua o <eos>,<bos> 僕ら の <eos>
<bos> o ue <eos>,<bos> の 上 <eos>
<bos> ue o <eos>,<bos> 上 を <eos>
<bos> o ueue <eos>,<bos> を スレスレ <eos>
<bos> ueue i <eos>,<bos> スレスレ に <eos>
<bos> i oi <eos>,<bos> に 通り <eos>
<bos> oi ui <eos>,<bos> 通り すぎ <eos>
<bos> ui e <eos>,<bos> すぎ て <eos>
<bos> e it <eos>,<bos> て いっ <eos>
<bos> it a <eos>,<bos> いっ た <eos>
<bos> a ao <eos>,<bos> た あの <eos>
<bos> ao ioi <eos>,<bos> あの 飛行機 <eos>
<bos> ioi o <eos>,<bos> 飛行機 を <eos>
<bos> o uii <eos>,<bos> を 不思議 <eos>
<bos> uii a <eos>,<bos> 不思議 な <eos>
<bos> a uai <eos>,<bos> な くらい <eos>
<bos> uai i <eos>,<bos> くらい に <eos>
<bos> i ooe <eos>,<bos> に 憶え <eos>
<bos> ooe eu <eos>,<bos> 憶え てる <eos>
<bos> eu ii <eos>,<bos> てる 意味 <eos>
<bos> ii o <eos>,<bos> 意味 も <eos>
<bos> o ai <eos>,<bos> も ない <eos>
<bos> ai oi <eos>,<bos> ない のに <eos>
<bos> oi aea <eos>,<bos> のに 何故か <eos>
<bos> aea uaiau <eos>,<bos> 何故か 不甲斐なく <eos>
<bos> uaiau e <eos>,<bos> 不甲斐なく て <eos>
<bos> e ai <eos>,<bos> て 泣い <eos>
<bos> ai a <eos>,<bos> 泣い た <eos>
<bos> a i <eos>,<bos> た 日 <eos>
<bos> i o <eos>,<bos> 日 の <eos>
<bos> o ou <eos>,<bos> の 夜 <eos>
<bos> ou i <eos>,<bos> 夜 に <eos>
<bos> i aa <eos>,<bos> に ただ <eos>
<bos> aa uou <eos>,<bos> ただ 強く <eos>
<bos> uou ai <eos>,<bos> 強く なり <eos>
<bos> ai ai <eos>,<bos> なり たい <eos>
<bos> ai o <eos>,<bos> たい と <eos>
<bos> o eat <eos>,<bos> と 願っ <eos>
<bos> eat e <eos>,<bos> 願っ て <eos>
<bos> e a <eos>,<bos> て た <eos>
<bos> a oo <eos>,<bos> た その <eos>
<bos> oo ae <eos>,<bos> その ため <eos>
<bos> ae i <eos>,<bos> ため に <eos>
<bos> i iuo <eos>,<bos> に 必要 <eos>
<bos> iuo a <eos>,<bos> 必要 な <eos>
<bos> a ui <eos>,<bos> な 勇気 <eos>
<bos> ui o <eos>,<bos> 勇気 を <eos>
<bos> o aaiooe <eos>,<bos> を 探し求め <eos>
<bos> aaiooe e <eos>,<bos> 探し求め て <eos>
<bos> e i <eos>,<bos> て い <eos>
<bos> i a <eos>,<bos> い た <eos>
<bos> a anou <eos>,<bos> た 残酷 <eos>
<bos> anou a <eos>,<bos> 残酷 な <eos>
<bos> a unei <eos>,<bos> な 運命 <eos>
<bos> unei a <eos>,<bos> 運命 が <eos>
<bos> a aaat <eos>,<bos> が 定まっ <eos>
<bos> aaat e <eos>,<bos> 定まっ て <eos>
<bos> e iu <eos>,<bos> て いる <eos>
<bos> iu oie <eos>,<bos> いる として <eos>
<bos> oie oe <eos>,<bos> として それ <eos>
<bos> oe a <eos>,<bos> それ が <eos>
<bos> a iu <eos>,<bos> が いつ <eos>
<bos> iu o <eos>,<bos> いつ の <eos>
<bos> o i <eos>,<bos> の 日 <eos>
<bos> i a <eos>,<bos> 日 か <eos>
<bos> a ou <eos>,<bos> か 僕 <eos>
<bos> ou o <eos>,<bos> 僕 の <eos>
<bos> o ae <eos>,<bos> の 前 <eos>
<bos> ae i <eos>,<bos> 前 に <eos>
<bos> i aaaeu <eos>,<bos> に 現れる <eos>
<bos> aaaeu oie <eos>,<bos> 現れる として <eos>
<bos> oie aa <eos>,<bos> として ただ <eos>
<bos> aa itun <eos>,<bos> ただ 一瞬 <eos>
<bos> itun oo <eos>,<bos> 一瞬 この <eos>
<bos> oo itun <eos>,<bos> この 一瞬 <eos>
<bos> itun ii <eos>,<bos> 一瞬 息 <eos>
<bos> ii a <eos>,<bos> 息 が <eos>
<bos> a eiu <eos>,<bos> が できる <eos>
<bos> eiu aa <eos>,<bos> できる なら <eos>
<bos> aa o <eos>,<bos> なら どう <eos>
<bos> o eo <eos>,<bos> どう でも <eos>
<bos> eo ii <eos>,<bos> でも いい <eos>
<bos> ii o <eos>,<bos> いい と <eos>
<bos> o ooe <eos>,<bos> と 思え <eos>
<bos> ooe a <eos>,<bos> 思え た <eos>
<bos> a oo <eos>,<bos> た その <eos>
<bos> oo ooo <eos>,<bos> その 心 <eos>
<bos> ooo o <eos>,<bos> 心 を <eos>
<bos> o oiio <eos>,<bos> を もう一度 <eos>
<bos> oiio ou <eos>,<bos> もう一度 遠く <eos>
<bos> ou e <eos>,<bos> 遠く へ <eos>
<bos> e ie <eos>,<bos> へ 行け <eos>
<bos> ie ou <eos>,<bos> 行け 遠く <eos>
<bos> ou e <eos>,<bos> 遠く へ <eos>
<bos> e ie <eos>,<bos> へ 行け <eos>
<bos> ie o <eos>,<bos> 行け と <eos>
<bos> o ou <eos>,<bos> と 僕 <eos>
<bos> ou o <eos>,<bos> 僕 の <eos>
<bos> o aa <eos>,<bos> の 中 <eos>
<bos> aa e <eos>,<bos> 中 で <eos>
<bos> e ae <eos>,<bos> で 誰 <eos>
<bos> ae a <eos>,<bos> 誰 か <eos>
<bos> a a <eos>,<bos> か が <eos>
<bos> a uau <eos>,<bos> が 歌う <eos>
<bos> uau o <eos>,<bos> 歌う どう <eos>
<bos> o io <eos>,<bos> どう しよう <eos>
<bos> io o <eos>,<bos> しよう も <eos>
<bos> o ai <eos>,<bos> も ない <eos>
<bos> ai oo <eos>,<bos> ない ほど <eos>
<bos> oo eueu <eos>,<bos> ほど 熱烈 <eos>
<bos> eueu i <eos>,<bos> 熱烈 に <eos>
<bos> i i <eos>,<bos> に い <eos>
<bos> i u <eos>,<bos> い つ <eos>
<bos> u ate <eos>,<bos> つ だって <eos>
<bos> ate e <eos>,<bos> だって 目 <eos>
<bos> e o <eos>,<bos> 目 を <eos>
<bos> o aai <eos>,<bos> を 腫らし <eos>
<bos> aai a <eos>,<bos> 腫らし た <eos>
<bos> a ii <eos>,<bos> た 君 <eos>
<bos> ii a <eos>,<bos> 君 が <eos>
<bos> a ioo <eos>,<bos> が 二度と <eos>
<bos> ioo aaia <eos>,<bos> 二度と 悲しま <eos>
<bos> aaia ai <eos>,<bos> 悲しま ない <eos>
<bos> ai o <eos>,<bos> ない よう <eos>
<bos> o i <eos>,<bos> よう に <eos>
<bos> i aaeu <eos>,<bos> に 笑える <eos>
<bos> aaeu ona <eos>,<bos> 笑える そんな <eos>
<bos> ona io <eos>,<bos> そんな ヒーロー <eos>
<bos> io i <eos>,<bos> ヒーロー に <eos>
<bos> i au <eos>,<bos> に なる <eos>
<bos> au ae <eos>,<bos> なる ため <eos>
<bos> ae o <eos>,<bos> ため の <eos>
<bos> o ua <eos>,<bos> の 歌 <eos>
<bos> oiai i <eos>,<bos> 宵闇 に <eos>
<bos> i uaii <eos>,<bos> に 爪弾き <eos>
<bos> uaii aaii <eos>,<bos> 爪弾き 悲しみ <eos>
<bos> aaii i <eos>,<bos> 悲しみ に <eos>
<bos> i aaaai <eos>,<bos> に 雨曝し <eos>
<bos> aaaai aauoi <eos>,<bos> 雨曝し 花曇り <eos>
<bos> aauoi ae <eos>,<bos> 花曇り 枯れ <eos>
<bos> ae a <eos>,<bos> 枯れ た <eos>
<bos> a ai <eos>,<bos> た 街 <eos>
<bos> ai ie <eos>,<bos> 街 にべ <eos>
<bos> ie o <eos>,<bos> にべ も <eos>
<bos> o ai <eos>,<bos> も なし <eos>
<bos> ai ai <eos>,<bos> なし 侘び <eos>
<bos> ai i <eos>,<bos> 侘び し <eos>
<bos> i ei <eos>,<bos> し げに <eos>
<bos> ei aa <eos>,<bos> げに 鼻 <eos>
<bos> aa aai <eos>,<bos> 鼻 垂らし <eos>
<bos> aai eaea <eos>,<bos> 垂らし へらへら <eos>
<bos> eaea i <eos>,<bos> へらへら り <eos>
<bos> i aae <eos>,<bos> り 笑え <eos>
<bos> aae ai <eos>,<bos> 笑え ない <eos>
<bos> ai oo <eos>,<bos> ない この <eos>
<bos> a ooiai <eos>,<bos> な 泥仕合 <eos>
<bos> ooiai aaueai <eos>,<bos> 泥仕合 唐紅 <eos>
<bos> aaueai o <eos>,<bos> 唐紅 の <eos>
<bos> o ai <eos>,<bos> の 髪 <eos>
<bos> ai aai <eos>,<bos> 髪 飾り <eos>
<bos> aai aa <eos>,<bos> 飾り あら <eos>
<bos> aa ai <eos>,<bos> あら まし <eos>
<bos> ai i <eos>,<bos> まし き <eos>
<bos> i oiaai <eos>,<bos> き 恋敵 <eos>
<bos> oiaai aai <eos>,<bos> 恋敵 触り <eos>
<bos> aai ai <eos>,<bos> 触り たい <eos>
<bos> ai eueto <eos>,<bos> たい ベルベット <eos>
<bos> eueto o <eos>,<bos> ベルベット の <eos>
<bos> o a <eos>,<bos> の ま <eos>
<bos> a aii <eos>,<bos> ま なじり <eos>
<bos> aii i <eos>,<bos> なじり に <eos>
<bos> i uuaaui <eos>,<bos> に 薄ら寒い <eos>
<bos> uuaaui ei <eos>,<bos> 薄ら寒い 笑み <eos>
<bos> ei i <eos>,<bos> 笑み に <eos>
<bos> i aaa <eos>,<bos> に あなた <eos>
<bos> ua uaua <eos>,<bos> ふら ふらふら <eos>
<bos> uaino aaaa <eos>,<bos> フラミンゴ 鮮やか <eos>
<bos> aaaa a <eos>,<bos> 鮮やか な <eos>
<bos> ua uaua <eos>,<bos> ふら ふらふら <eos>
<bos> uaino oou <eos>,<bos> フラミンゴ 踊る <eos>
<bos> oou aa <eos>,<bos> 踊る まま <eos>
<bos> aa uaua <eos>,<bos> まま ふらふら <eos>
<bos> uaua aat <eos>,<bos> ふらふら 笑っ <eos>
<bos> aat e <eos>,<bos> 笑っ て <eos>
<bos> e o <eos>,<bos> て もう <eos>
<bos> o aea <eos>,<bos> もう 帰ら <eos>
<bos> aea ai <eos>,<bos> 帰ら ない <eos>
<bos> ai aii <eos>,<bos> ない 寂し <eos>
<bos> aii a <eos>,<bos> 寂し さ <eos>
<bos> a o <eos>,<bos> さ と <eos>
<bos> o ito <eos>,<bos> と 嫉妬 <eos>
<bos> ito ata <eos>,<bos> 嫉妬 ばっか <eos>
<bos> ata ooi <eos>,<bos> ばっか 残し <eos>
<bos> ooi e <eos>,<bos> 残し て <eos>
<bos> e aio <eos>,<bos> て 毎度 <eos>
<bos> aio ai <eos>,<bos> 毎度 あり <eos>
<bos> ai i <eos>,<bos> あり 次 <eos>
<bos> i a <eos>,<bos> 次 は <eos>
<bos> a oto <eos>,<bos> は もっと <eos>
<bos> oto aii <eos>,<bos> もっと 大事 <eos>
<bos> aii i <eos>,<bos> 大事 に <eos>
<bos> i i <eos>,<bos> に し <eos>
<bos> i e <eos>,<bos> し て <eos>
<bos> e o <eos>,<bos> て 御 <eos>
<bos> o eoi <eos>,<bos> 御 目通り <eos>
<bos> eoi aiaai <eos>,<bos> 目通り 有難し <eos>
<bos> aaiut e <eos>,<bos> 悲しくっ て <eos>
<bos> e eoai <eos>,<bos> て 蹴飛ばし <eos>
<bos> eoai a <eos>,<bos> 蹴飛ばし た <eos>
<bos> a ien <eos>,<bos> た 地面 <eos>
<bos> ien o <eos>,<bos> 地面 を <eos>
<bos> o uou <eos>,<bos> を 強く <eos>
<bos> uou ae <eos>,<bos> 強く 跳ね <eos>
